Texto,Fecha,Concepto,Género,Grupo Etáreo,Nombre Usuario,Escolaridad,Fuente
hola 🤓,2023-07-06 03:02:33,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuVxFWKMBUE
Grande jefa 🫡,2023-07-06 03:14:12,False,N/A,N/A,cesar_aranguizf,N/A,https://www.threads.net/@cesar_aranguizf/post/CuVyatPtEj4
Teamooooo,2023-07-06 03:09:37,False,N/A,N/A,la.nybe,N/A,https://www.threads.net/@la.nybe/post/CuVx5HFtc_a
🥰❤️❤️❤️❤️,2023-07-06 03:21:47,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuVzSPysWBe
Hola hola cuidado con la ola 🌊,2023-07-06 03:10:00,False,N/A,N/A,felipesaffie.r,N/A,https://www.threads.net/@felipesaffie.r/post/CuVx78oO3Yp
"No entender nada, pero saludar igualmente ☺️",2023-07-06 03:08:21,False,N/A,N/A,__fepe,N/A,https://www.threads.net/@__fepe/post/CuVxv00uHIi
Tamos viejos,2023-07-06 03:21:39,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuVzRNUMkoQ
Si…bacan igual hablar por este “hilo” como dicen los lolos😞,2023-07-06 03:22:46,False,N/A,N/A,__fepe,N/A,https://www.threads.net/@__fepe/post/CuVzZejuapQ
Hola Cataaa 💙,2023-07-06 03:07:35,False,N/A,N/A,mila_awa,N/A,https://www.threads.net/@mila_awa/post/CuVxqO6tcH2
Hola aaaaa :v,2023-07-06 03:21:17,False,N/A,N/A,ultrjvx,N/A,https://www.threads.net/@ultrjvx/post/CuVzOliMw1X
Hola🤓 disfrute su paseo por Threads,2023-07-06 03:04:14,False,N/A,N/A,pato.andrade._,N/A,https://www.threads.net/@pato.andrade._/post/CuVxRrHtZsE
Hola 😁,2023-07-06 03:04:05,False,N/A,N/A,elektropipe,N/A,https://www.threads.net/@elektropipe/post/CuVxQnbs6Tx
🤓🤓🤓 aloha 🤙🏼!!,2023-07-06 03:20:42,False,N/A,N/A,aleto.n.z,N/A,https://www.threads.net/@aleto.n.z/post/CuVzKTOO2np
Bienvenida 🤓,2023-07-06 03:06:57,False,N/A,N/A,cr1s_castro,N/A,https://www.threads.net/@cr1s_castro/post/CuVxljQtYDM
Hola❤️,2023-07-06 03:06:20,False,N/A,N/A,ianmtz10,N/A,https://www.threads.net/@ianmtz10/post/CuVxhEbMeKn
Hola,2023-07-06 03:20:59,False,N/A,N/A,ovni_chin,N/A,https://www.threads.net/@ovni_chin/post/CuVzMUZMcpM
"Hola señorita, un completo ?",2023-07-06 03:09:48,False,N/A,N/A,andr4s_,N/A,https://www.threads.net/@andr4s_/post/CuVx6eCtx6g
ola po,2023-07-06 03:08:14,False,N/A,N/A,javipinks,N/A,https://www.threads.net/@javipinks/post/CuVxu8TsCYq
Hola,2023-07-06 03:03:45,False,N/A,N/A,d.naytz,N/A,https://www.threads.net/@d.naytz/post/CuVxOKQsf4a
Hola,2023-07-06 03:05:55,False,N/A,N/A,_angelbernal12,N/A,https://www.threads.net/@_angelbernal12/post/CuVxeAPASEe
"Holaaa!!! Sígueme sería muy feliz, aprovechando que soy de los primeros 1500 jajaja",2023-07-06 03:53:45,False,N/A,N/A,javie_aus,N/A,https://www.threads.net/@javie_aus/post/CuV28XRuCaZ
"Holis, soy de Temuco igual que tu 😃",2023-07-06 05:13:50,False,N/A,N/A,miguelgajardonain,N/A,https://www.threads.net/@miguelgajardonain/post/CuWAG1yMNjn
Tu primo es pro,2023-07-06 03:09:29,False,N/A,N/A,antonior_b19,N/A,https://www.threads.net/@antonior_b19/post/CuVx4IztY6Q
Hooola carlita,2023-07-06 03:42:20,False,N/A,N/A,hugreiz,N/A,https://www.threads.net/@hugreiz/post/CuV1ow8tEuf
Aprovechando el bug... Quiere venir a un podcast de anime,2023-07-06 03:11:18,False,N/A,N/A,nitanotakus,N/A,https://www.threads.net/@nitanotakus/post/CuVyFbLsoub
no grasia ndea,2023-07-06 03:22:04,False,N/A,N/A,icata,N/A,https://www.threads.net/@icata/post/CuVzURKMbHw
Ya que se acerca navidad…me avisan si necesitan una estrella ⭐️ para ir😎,2023-11-16 17:42:37,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cztzhe_JBMa
￼⭐️me aras falta 😭,2023-11-17 03:32:26,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Czu3Bf9NavC
Como que las IVE vienen a chile??????? A santiago?????? QUEEEE😩😩😩😩🥹,2023-11-09 18:40:02,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Czb4h4cp9QS
Contexto 😳,2023-11-09 21:08:01,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CzcJdy3u1sH
Yo después de ver el precio del Perfume de melanie…💀🧚‍♀️🪱( melanie t amo pero…),2023-11-08 19:29:48,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CzZZbmjp6Va
"Enserio? Que raro 🤔@itayvargass 
https://www.olvidona.com/",2023-11-09 01:17:16,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CzaBMcPNFmV
Yo,2023-11-04 14:05:37,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CzOhHzTrjRt
Feliz jalowin grupo,2023-10-31 16:30:28,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CzEejEhJtzf
Buenos días?🤥🫣,2023-10-28 16:49:12,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy8yTpbLCwg
😅😅😅,2023-10-28 16:55:36,False,N/A,N/A,bianca__pj,N/A,https://www.threads.net/@bianca__pj/post/Cy8zCkIropJ
Frases de ~ itay V  Que nunca dijo 😅,2023-10-29 00:31:48,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Cy9nP38t2Hk
Luna llena 🌕,2023-10-28 16:44:59,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy8x00gr_nD
,2023-10-27 22:51:18,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy62811pBTS
Mi vida y mi cuarto también🤠,2023-10-28 14:51:34,False,N/A,N/A,bluest.anya,N/A,https://www.threads.net/@bluest.anya/post/Cy8k2EPL9Cf
Yooo cuando jausbdusbsusbs,2023-10-29 01:06:25,False,N/A,N/A,do00ommtte,N/A,https://www.threads.net/@do00ommtte/post/Cy9rNcCrmLQ
Soy esaaaaa,2023-10-28 19:33:04,False,N/A,N/A,vzla.a08,N/A,https://www.threads.net/@vzla.a08/post/Cy9FD2Evr-K
Literal yo,2023-10-28 12:31:41,False,N/A,N/A,andl.wkhz,N/A,https://www.threads.net/@andl.wkhz/post/Cy8U1nGg552
Yo contra el mundo total,2023-10-28 19:14:46,False,N/A,N/A,nk_xlon,N/A,https://www.threads.net/@nk_xlon/post/Cy9C9xxOmlh
Jajaja 🤣,2023-10-27 23:08:22,False,N/A,N/A,ili_murillo8,N/A,https://www.threads.net/@ili_murillo8/post/Cy6452ZLMDr
"X: Quien te crees que eres? 

Yo:",2023-10-27 13:11:47,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy50oVKOacE
Que ricooo holiiii,2023-10-27 22:02:52,False,N/A,N/A,oh_suuuwsi,N/A,https://www.threads.net/@oh_suuuwsi/post/Cy6xaL9rVNH
JAJABZJAZBKD YOO,2023-10-28 20:10:04,False,N/A,N/A,wh55_7ghy,N/A,https://www.threads.net/@wh55_7ghy/post/Cy9JS0jxHCV
Mi disfraz que opinan?,2023-10-25 11:27:43,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy0fIeXOYuV
El mejor disfraz que e visto en mi vida de ese programa,2023-10-27 03:28:15,False,N/A,N/A,armyriosgomez04,N/A,https://www.threads.net/@armyriosgomez04/post/Cy4x2aXOqO4
De menstruación?,2023-10-27 00:18:26,False,N/A,N/A,yhas.mg15,N/A,https://www.threads.net/@yhas.mg15/post/Cy4cINktzCe
Que pareces una alita de pollo remojada en salsa de tomate,2023-10-25 16:06:34,False,N/A,N/A,felixbosett61,N/A,https://www.threads.net/@felixbosett61/post/Cy0_CzWO5UL
Elmo dice: está 👍🔥 nice,2023-10-25 20:43:14,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Cy1etJtOJd1
Con una mirada interesante jajja,2023-10-25 19:23:01,False,N/A,N/A,carocochi,N/A,https://www.threads.net/@carocochi/post/Cy1Vhqzp1Qm
"La verdad la verdad, sería demasiado divertido verte así HXKDHDZKZH🫶🏻❤️✨",2023-10-26 03:39:20,False,N/A,N/A,lizatorii_,N/A,https://www.threads.net/@lizatorii_/post/Cy2OUuAgtXJ
"Dont hug me, im scared",2023-10-26 01:53:22,False,N/A,N/A,keviinx.x,N/A,https://www.threads.net/@keviinx.x/post/Cy2CMsSOIKC
Perfeeectooooo,2023-10-25 15:40:09,False,N/A,N/A,burbujitas_de_miel,N/A,https://www.threads.net/@burbujitas_de_miel/post/Cy08BWcuZh8
Halloween es en Una semana mas… y no tengo disfraz ni donde ir,2023-10-25 11:27:00,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy0fA7EOikz
Mejor me compro toda la sección de dulces del supermercado y me quedo acostado viendo pelis,2023-10-25 11:27:04,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy0fDp-O5oO
Mejor de joker ❤️😂,2023-10-25 20:49:17,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Cy1fZgYumka
Halloween es en Una semana mas… y no tengo disfraz ni donde ir,2023-10-25 11:27:00,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy0fA7EOikz
Mejor me compro toda la sección de dulces del supermercado y me quedo acostado viendo pelis,2023-10-25 11:27:04,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cy0fDp-O5oO
Mejor de joker ❤️😂,2023-10-25 20:49:17,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Cy1fZgYumka
Buenos días?🤨,2023-10-24 15:28:00,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CyyV1Y3LHfx
Ese cabello ❤️,2023-10-24 16:29:23,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Cyyc3AiuKbh
Buenos días!😄,2023-10-25 01:13:23,False,N/A,N/A,urfav.b3rv,N/A,https://www.threads.net/@urfav.b3rv/post/CyzY05CN5MA
T amo kali🌸🌸🌺🌺💞💞🫶🏻,2023-10-20 17:30:40,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CyoQsW_JgQr
"A toda la gente que fue a the weeknd  espero hayan gritando estas canciones por mi 

“Die for you” 
“After hours” 
“In the night”",2023-10-19 18:25:50,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CylyNmtphUd
❤️❤️,2023-10-19 22:03:03,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CymLEhWORbV
Quien pa ver durante toda la temporada de octubre películas clásicas de halloween 🎃🤭,2023-10-04 15:59:33,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cx-5jEFLgMH
Soy un vampiro y los vampiros comemos humanos,2023-10-04 18:36:35,False,N/A,N/A,robertkalorista,N/A,https://www.threads.net/@robertkalorista/post/Cx_LhMAuULi
Yoooo,2023-10-04 23:48:55,False,N/A,N/A,frostfrist,N/A,https://www.threads.net/@frostfrist/post/Cx_vQ0XsePH
Yo,2023-10-05 06:01:15,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CyAZ32uu549
Mística Mastaca Mera ka mística,2023-10-04 18:36:10,False,N/A,N/A,robertkalorista,N/A,https://www.threads.net/@robertkalorista/post/Cx_LeEXOul4
Ghostbusters ……..,2023-10-04 18:35:49,False,N/A,N/A,robertkalorista,N/A,https://www.threads.net/@robertkalorista/post/Cx_Lbm1OC8w
🎃🧑🏻‍🦰🍒,2023-10-03 20:05:41,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cx8w61-pJcZ
Mis dos moods,2023-10-02 17:54:38,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cx59IL3JbuH
❤️✨😳,2023-10-03 02:30:57,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Cx64N0ztnsx
"Necesito que la saque YA! esta wna lo único que sabe es SER PERFECTA, t amo kali<3",2023-10-01 20:00:47,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cx3E28wLFFh
Abro hilo ya que opinan del Nuevo Álbum de Doja Cat? 🥴🤯 “Scarlet”,2023-09-28 22:12:33,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CxwHdv_pdT3
"Igual me gusto harto,  9/10",2023-09-28 22:12:35,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CxwHeARpMVz
Las canciones son tan 🛐,2023-09-30 13:51:15,False,N/A,N/A,_whynotme_05,N/A,https://www.threads.net/@_whynotme_05/post/Cx0Xr2_OBA4
Opino que tú eres el doble de soja🫢,2023-09-29 01:46:03,False,N/A,N/A,rafahugoo_,N/A,https://www.threads.net/@rafahugoo_/post/Cxwf5ZcOWcC
"Me gusto harto también están muy pegajosas las canciones , más Paint the town red” 😮‍💨😮‍💨",2023-09-29 10:35:35,False,N/A,N/A,itsjhonv,N/A,https://www.threads.net/@itsjhonv/post/Cxxcf2VOXVA
Es algo que no pensaba que Hiba a estar tan bueno como ella 💋,2023-09-30 13:50:51,False,N/A,N/A,_whynotme_05,N/A,https://www.threads.net/@_whynotme_05/post/Cx0Xo8IODhD
Me gusto doja cat-ain't sh sped up✨,2023-09-29 03:12:18,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CxwpxGMtb21
Abro hilo ya que opinan del Nuevo Álbum de Doja Cat? 🥴🤯 “Scarlet”,2023-09-28 22:12:33,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CxwHdv_pdT3
"Igual me gusto harto,  9/10",2023-09-28 22:12:35,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CxwHeARpMVz
Las canciones son tan 🛐,2023-09-30 13:51:15,False,N/A,N/A,_whynotme_05,N/A,https://www.threads.net/@_whynotme_05/post/Cx0Xr2_OBA4
Opino que tú eres el doble de soja🫢,2023-09-29 01:46:03,False,N/A,N/A,rafahugoo_,N/A,https://www.threads.net/@rafahugoo_/post/Cxwf5ZcOWcC
"Me gusto harto también están muy pegajosas las canciones , más Paint the town red” 😮‍💨😮‍💨",2023-09-29 10:35:35,False,N/A,N/A,itsjhonv,N/A,https://www.threads.net/@itsjhonv/post/Cxxcf2VOXVA
Es algo que no pensaba que Hiba a estar tan bueno como ella 💋,2023-09-30 13:50:51,False,N/A,N/A,_whynotme_05,N/A,https://www.threads.net/@_whynotme_05/post/Cx0Xo8IODhD
Me gusto doja cat-ain't sh sped up✨,2023-09-29 03:12:18,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CxwpxGMtb21
Yop en la ducha jurándome beyonce cantando una canción de Rihanna,2023-09-21 23:18:08,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CxeNYATJ9jO
Esa melena de itay me encanta ❤️😳,2023-09-22 06:48:51,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CxfA_A2ORi9
No tengo quien me regale flores amarillas🌼🌻🌻🥲,2023-09-21 23:00:44,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CxeLahbJkSR
Yo te iba hacer flores pero no crei que me fueras a responder🥲.,2023-09-22 13:13:15,False,N/A,N/A,cvtq.00jjk,N/A,https://www.threads.net/@cvtq.00jjk/post/Cxfs-gbg8jl
Yo sí 💋,2023-09-22 19:43:42,False,N/A,N/A,_sofix.mora_,N/A,https://www.threads.net/@_sofix.mora_/post/CxgZqNtuHUX
En las mismas 😪,2023-09-21 23:52:28,False,N/A,N/A,gzz.mariii,N/A,https://www.threads.net/@gzz.mariii/post/CxeRVU5rff4
🌼☝️,2023-09-21 23:03:26,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CxeLuPJOqMW
Gracias diego🥹🥹🥹🥹🥹,2023-09-21 23:15:36,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/CxeNHZPpsrw
🌼🌼🌼 pa ti aunque me ignores,2023-09-22 06:38:48,False,N/A,N/A,davidgimenezz._,N/A,https://www.threads.net/@davidgimenezz._/post/Cxe_1g_uEbU
Bom dia São Paulo🇧🇷🌞,2023-09-08 18:08:26,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cw8LoMmpC4Z
Extraño la pandemia,2023-09-09 00:47:07,False,N/A,N/A,aleejavvi_,N/A,https://www.threads.net/@aleejavvi_/post/Cw85QTbsRA3
Bailar es la mejor terapia que puede existir😌🩰🎼💃🏻🕺🏻,2023-09-02 18:16:54,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cwsv1Aop_0J
Es verdad concuerdo 💖💖💖,2023-09-08 13:27:45,False,N/A,N/A,antox.__19,N/A,https://www.threads.net/@antox.__19/post/Cw7rgdcL_u0
Toda la razón 🤍,2023-09-03 13:07:29,False,N/A,N/A,clau.lht,N/A,https://www.threads.net/@clau.lht/post/CwuxNmUAzba
Quiero verte bailar. Quizás cure mi corazón roto. ❤️‍🩹🥀🌃,2023-09-02 20:28:37,False,N/A,N/A,ralejandroalbornoz,N/A,https://www.threads.net/@ralejandroalbornoz/post/Cws-5tJuv99
Así es 🤍,2023-09-02 20:42:32,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CwtAfsFOsNL
después de 3 años🥹 retome el bailee,2023-09-02 18:16:41,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cwsvvdlp4f8
Lo haces bien 👍 🤍,2023-09-02 20:35:16,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/Cws_qdfORLg
Deslumbras 😭🤍,2023-09-02 20:44:50,False,N/A,N/A,dieguito_comunica_,N/A,https://www.threads.net/@dieguito_comunica_/post/CwtAwhduaxr
👏👏👏,2023-09-02 21:01:51,False,N/A,N/A,lizzzy2208,N/A,https://www.threads.net/@lizzzy2208/post/CwtCtFOvhwH
"Explota ese talento tan hermoso, que no todo el mundo tiene",2023-09-02 23:53:01,False,N/A,N/A,ari_mendozamendez,N/A,https://www.threads.net/@ari_mendozamendez/post/CwtWSzpMIb0
Buenas tardes solo a la gente que les gusta las 🍟 con🍦😋,2023-08-31 19:50:21,False,N/A,N/A,itayvargass,N/A,https://www.threads.net/@itayvargass/post/Cwnw7vCJb_d
A mi solo me gustas tú. ❤️‍🩹🥴,2023-08-31 22:15:15,False,N/A,N/A,ralejandroalbornoz,N/A,https://www.threads.net/@ralejandroalbornoz/post/CwoBg7kOCjb
